1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
203	-0.272912	13.477846	2.104314	0.011878	1.0
204	-0.251784	12.531007	2.163735	0.006196	1.1
205	-0.268261	11.624975	2.223824	0.009117	1.0
206	-0.273396	12.624730	2.157704	0.008189	0.9
207	-0.265553	11.677926	2.220221	0.011875	1.0
208	-0.260681	10.756420	2.284647	0.011962	1.0
209	-0.247227	9.809626	2.354855	0.008153	0.9
210	-0.260550	8.862820	2.429516	0.010523	1.0
211	-0.263613	9.862818	2.350796	0.006502	1.0
212	-0.269524	10.862555	2.277037	0.014933	1.0
213	-0.253694	11.862462	2.207753	0.016116	1.0
214	-0.274357	12.849943	2.143348	0.013645	1.1
215	-0.260209	13.849639	2.081864	0.010795	1.0
216	-0.260249	14.849407	2.023805	0.007327	1.0
217	-0.244651	15.831396	1.969847	0.013123	1.0
218	-0.258947	16.831351	1.917780	0.011113	0.9
219	-0.271046	15.884511	1.967010	0.017551	1.0
220	-0.263467	14.937671	2.018834	0.008984	1.0
221	-0.263144	15.937590	1.964183	0.009414	1.0
222	-0.267364	14.991178	2.015833	0.016845	1.0
223	-0.262017	15.983153	1.961764	0.009092	1.0
224	-0.272104	16.942994	1.912137	0.005394	1.0
225	-0.254516	15.997740	1.960990	0.013161	1.0
226	-0.258372	15.834103	1.969702	0.019167	1.0
227	-0.288620	16.834102	1.917640	0.014773	1.0
228	-0.264342	17.834102	1.868260	0.011347	1.0
229	-0.256558	16.887262	1.914950	0.011419	1.0
230	-0.269036	15.941234	1.963990	0.006310	0.9
231	-0.258997	14.994456	2.015649	0.012816	1.0
232	-0.266198	14.064905	2.069083	0.011253	1.0
233	-0.283741	13.118093	2.126502	0.007749	1.0
234	-0.253890	12.171740	2.187169	0.014906	1.0
235	-0.252179	11.225050	2.251423	0.006590	1.0
236	-0.278585	11.381724	2.240529	0.013947	0.9
237	-0.278959	10.443247	2.307402	0.013651	1.0
238	-0.277448	9.496467	2.379036	0.003813	0.9
239	-0.264112	8.575741	2.453098	0.009736	1.0
240	-0.266943	8.033132	2.498945	0.013269	1.0
241	-0.267762	8.977161	2.420249	0.009407	0.9
242	-0.269703	8.030614	2.499162	0.011807	1.0
243	-0.277876	7.083782	2.583420	0.008991	1.0
244	-0.277007	8.077316	2.495148	0.015205	0.9
245	-0.268387	7.130476	2.579132	0.014449	1.1
246	-0.266362	6.187413	2.668595	0.006967	1.0
247	-0.270558	7.187190	2.573942	0.017280	1.0
248	-0.266046	8.181305	2.486256	0.010920	1.0
249	-0.260787	7.234490	2.569630	0.008114	1.0
