1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
79	-0.223621	11.896785	1.719987	0.018301	2.4
80	-0.223266	10.945116	1.771227	0.020235	1.9
81	-0.247863	11.915205	1.719025	0.018896	1.4
82	-0.238113	12.915204	1.668339	0.020981	1.9
83	-0.230810	11.962448	1.716561	0.016075	1.6
84	-0.234795	11.009583	1.767660	0.014766	1.3
85	-0.233248	11.945435	1.717447	0.018710	1.3
86	-0.216998	12.944783	1.666885	0.007462	1.3
87	-0.251748	12.029082	1.713098	0.015437	1.5
88	-0.216177	12.995495	1.664398	0.013899	2.0
89	-0.231986	12.042639	1.712395	0.011974	2.1
90	-0.227977	11.090080	1.763226	0.022083	2.0
91	-0.243521	10.278646	1.808967	0.014148	1.5
92	-0.228808	9.325776	1.865807	0.009100	1.7
93	-0.246776	8.374781	1.926212	0.014383	1.4
94	-0.240616	9.209380	1.872996	0.013699	1.1
95	-0.233984	10.209370	1.812983	0.021627	1.2
96	-0.241611	11.209370	1.756695	0.018144	1.1
97	-0.232750	10.266199	1.809687	0.014888	1.2
98	-0.240072	11.265871	1.753619	0.019659	1.0
99	-0.233686	12.265871	1.700904	0.021823	1.0
100	-0.234887	11.361232	1.748452	0.014750	1.2
101	-0.253837	12.361225	1.696042	0.017992	1.3
102	-0.231464	11.408360	1.745909	0.012492	1.4
103	-0.218329	10.903296	1.773549	0.005055	1.5
104	-0.219551	10.112808	1.818609	0.021804	1.2
105	-0.224148	11.111019	1.762076	0.020961	1.4
106	-0.240053	12.111019	1.708859	0.022653	1.1
107	-0.233080	11.158150	1.759493	0.012003	1.1
108	-0.215253	10.324867	1.806298	0.010842	1.2
109	-0.242479	11.314719	1.750968	0.021398	1.2
110	-0.238207	12.314719	1.698410	0.012448	1.1
111	-0.244488	11.361850	1.748418	0.014459	1.1
112	-0.235904	10.408985	1.801461	0.018360	1.1
113	-0.237901	9.456116	1.857822	0.020703	1.1
114	-0.228149	10.456093	1.798763	0.016932	1.1
115	-0.235715	11.456093	1.743341	0.010281	1.1
116	-0.231549	10.503811	1.796038	0.023055	1.2
117	-0.246922	11.503811	1.740782	0.015158	1.1
118	-0.240728	12.503811	1.688824	0.010359	1.1
119	-0.231697	11.882722	1.720723	0.020860	1.4
120	-0.233771	12.782135	1.674910	0.010152	1.1
121	-0.243493	13.781919	1.626766	0.014360	1.2
122	-0.257923	14.747738	1.582815	0.009462	1.1
123	-0.241454	14.321434	1.601918	0.015762	1.2
124	-0.232595	14.915853	1.575406	0.019252	1.1
125	-0.226339	13.974203	1.617822	0.008013	1.2
126	-0.233889	13.021336	1.663134	0.011790	1.2
127	-0.245179	12.073924	1.710775	0.009881	1.3
128	-0.227431	12.070155	1.710970	0.012015	1.4
129	-0.221156	12.733896	1.677305	0.019396	1.4
130	-0.223080	11.782005	1.726009	0.017472	1.4
131	-0.219345	12.782004	1.674917	0.016102	1.4
132	-0.244294	11.830290	1.723471	0.009858	2.3
133	-0.244746	11.756377	1.727360	0.012191	3.3
134	-0.243720	12.744580	1.676774	0.018425	2.6
135	-0.223383	13.457255	1.642094	0.014070	1.6
136	-0.240585	14.455682	1.595853	0.024655	1.8
137	-0.224455	13.502812	1.639926	0.011268	2.0
138	-0.231154	12.549993	1.686500	0.017723	1.4
139	-0.238890	11.598466	1.735727	0.017273	1.6
140	-0.225726	10.650764	1.787699	0.016577	1.6
141	-0.224944	11.650764	1.732947	0.015777	2.4
142	-0.231155	10.697895	1.785041	0.011873	3.6
143	-0.218168	11.621143	1.734521	0.016248	2.3
144	-0.227721	10.669271	1.786655	0.021298	1.5
145	-0.234479	11.669271	1.731965	0.011186	1.2
146	-0.227556	12.668687	1.680554	0.020881	1.2
147	-0.241424	13.658076	1.632579	0.016436	1.1
148	-0.248206	14.629002	1.588090	0.011910	1.1
149	-0.240720	15.510047	1.549766	0.018196	1.1
150	-0.229064	14.557178	1.591297	0.010431	1.1
151	-0.238513	13.694399	1.630870	0.028004	1.1
152	-0.237294	14.694242	1.585187	0.009809	1.1
153	-0.224342	13.741374	1.628665	0.015170	1.0
154	-0.220902	14.741371	1.583097	0.013099	1.0
155	-0.239477	15.276130	1.559760	0.007350	1.1
156	-0.247646	16.275535	1.517941	0.015762	1.1
157	-0.238066	16.708441	1.500514	0.019473	1.1
158	-0.229301	15.817809	1.536812	0.014148	1.1
159	-0.230067	16.817809	1.496175	0.007797	1.1
160	-0.231525	15.865759	1.534813	0.010186	1.3
161	-0.244417	16.785796	1.497442	0.013951	1.2
162	-0.241514	15.833648	1.536151	0.011693	1.1
163	-0.245736	16.833645	1.495548	0.020361	1.2
164	-0.225087	15.880775	1.534188	0.016111	1.2
165	-0.225504	14.927906	1.574877	0.013807	1.1
166	-0.237350	13.975036	1.617784	0.012588	1.1
167	-0.240983	13.241009	1.652464	0.014067	1.1
168	-0.240925	12.655426	1.681216	0.011288	1.1
169	-0.228295	11.820576	1.723981	0.021871	1.1
170	-0.216593	12.820574	1.673007	0.017892	1.1
171	-0.235554	13.820574	1.624960	0.019427	1.1
172	-0.242966	14.759186	1.582308	0.010200	1.2
173	-0.248270	13.874918	1.622428	0.022655	1.2
174	-0.239180	12.922970	1.667957	0.010922	1.3
175	-0.243142	11.970152	1.716160	0.012777	1.1
176	-0.231989	12.963242	1.665979	0.017674	1.1
177	-0.226367	13.922563	1.620215	0.018176	1.1
178	-0.242792	12.969695	1.665663	0.016949	1.1
179	-0.223083	12.016827	1.713734	0.012435	1.2
180	-0.238940	13.015964	1.663397	0.011777	1.1
181	-0.240079	13.558561	1.637280	0.010228	1.2
182	-0.227180	12.605763	1.683701	0.014087	1.1
183	-0.239310	13.601926	1.635228	0.018696	1.1
184	-0.218725	14.601926	1.589297	0.021912	1.1
185	-0.235662	15.601925	1.545876	0.020199	1.3
186	-0.230770	14.649055	1.587196	0.018809	1.3
187	-0.224723	13.696186	1.630786	0.020887	1.3
188	-0.236235	14.696186	1.585101	0.012269	1.1
189	-0.225187	13.743320	1.628573	0.011397	1.1
190	-0.244980	14.589382	1.589858	0.008100	1.1
191	-0.250881	15.407898	1.554115	0.015154	1.1
192	-0.223612	14.584904	1.590058	0.012788	1.1
193	-0.227866	13.633614	1.633732	0.005903	1.1
194	-0.239712	14.632135	1.587950	0.014371	1.2
195	-0.235866	13.679501	1.631570	0.011135	1.0
196	-0.238568	12.729356	1.677531	0.010935	1.0
197	-0.219621	11.916134	1.718976	0.007100	1.1
198	-0.243836	12.483066	1.689871	0.023563	1.1
199	-0.244562	12.180098	1.705301	0.020037	1.2
200	-0.223158	13.180098	1.655409	0.009783	1.1
201	-0.224191	14.018708	1.615766	0.014608	1.1
202	-0.220366	14.902544	1.575990	0.012140	1.1
203	-0.217559	15.902544	1.533283	0.014853	1.1
204	-0.236768	14.949696	1.573923	0.012814	1.1
205	-0.231604	13.997076	1.616765	0.015204	1.1
206	-0.249165	14.996525	1.571875	0.019141	1.1
207	-0.227770	14.044421	1.614581	0.008663	1.0
208	-0.218907	13.104378	1.659085	0.018339	1.0
209	-0.250106	12.166545	1.705998	0.024006	1.1
210	-0.230735	12.129960	1.707882	0.013482	1.1
211	-0.237823	13.129960	1.657841	0.009685	1.1
212	-0.219460	12.179409	1.705336	0.014364	1.1
213	-0.232705	11.231503	1.755489	0.016529	1.1
214	-0.234210	12.222466	1.703126	0.013991	1.1
215	-0.229981	13.222466	1.653360	0.010341	1.0
216	-0.249882	13.447832	1.642543	0.012784	1.1
217	-0.230349	14.447677	1.596213	0.014988	1.1
218	-0.233009	15.447551	1.552424	0.022808	1.2
219	-0.215843	16.447541	1.510968	0.011677	1.1
220	-0.233422	15.494849	1.550412	0.014920	1.2
221	-0.225902	16.494849	1.509062	0.026278	1.1
222	-0.217238	17.494849	1.469860	0.022265	1.1
223	-0.207563	18.494849	1.432644	0.008689	1.1
224	-0.212848	17.541981	1.468063	0.015120	1.1
225	-0.219192	16.659624	1.502459	0.014688	1.1
226	-0.221320	17.652080	1.463881	0.011561	1.1
227	-0.219503	18.613648	1.428347	0.012451	1.1
228	-0.224742	17.678796	1.462870	0.013901	1.1
229	-0.244605	16.726249	1.499806	0.021523	1.1
230	-0.235440	15.790405	1.537957	0.016390	1.1
231	-0.225379	14.837536	1.578849	0.019388	1.1
232	-0.224179	15.837535	1.535989	0.010917	1.1
233	-0.244217	16.837516	1.495395	0.014501	1.1
234	-0.233168	15.887014	1.533929	0.018683	1.1
235	-0.222634	14.934145	1.574604	0.012737	1.1
236	-0.232660	14.007069	1.616303	0.017597	1.1
237	-0.215230	14.621155	1.588439	0.013902	1.0
238	-0.229021	15.621154	1.545065	0.020741	1.0
239	-0.248505	16.621154	1.503996	0.012314	1.1
240	-0.229568	15.883071	1.534093	0.012034	1.1
241	-0.225359	16.872112	1.494029	0.018795	1.0
242	-0.238813	16.461859	1.510391	0.023153	1.1
243	-0.217907	15.508989	1.549811	0.014873	1.1
244	-0.231006	16.508825	1.508500	0.013816	1.1
245	-0.218665	17.508825	1.469327	0.012215	1.1
246	-0.255632	16.731603	1.499593	0.019888	1.1
247	-0.227352	15.778738	1.538445	0.022291	1.1
248	-0.228205	16.778738	1.497722	0.012304	1.1
249	-0.223539	17.767476	1.459524	0.011353	1.1
