1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
180	-0.458707	8.057415	12.730313	0.008053	0.9
181	-0.449997	7.811466	12.838985	0.007258	0.9
182	-0.462466	7.565517	12.949529	0.006448	0.9
183	-0.435171	7.319567	13.061993	0.004536	1.0
184	-0.419425	7.931854	12.785561	0.006474	0.9
185	-0.461672	7.685916	12.895178	0.007456	0.9
186	-0.466016	7.439967	13.006695	0.004838	0.9
187	-0.417933	7.194018	13.120159	0.009130	0.9
188	-0.454315	6.958625	13.230621	0.005710	0.9
189	-0.440822	6.712676	13.348043	0.007445	0.9
190	-0.452616	6.466726	13.467567	0.006514	0.9
191	-0.454647	6.836183	13.288819	0.007639	0.9
192	-0.458467	7.772401	12.856417	0.005975	0.9
193	-0.449724	7.526461	12.967258	0.004513	1.0
194	-0.443387	7.280511	13.080032	0.004503	0.9
195	-0.423587	7.456688	12.999053	0.007397	0.9
196	-0.451443	7.210738	13.112382	0.005161	0.9
197	-0.446015	6.965512	13.227363	0.005868	0.9
198	-0.468726	6.719622	13.344698	0.007030	0.9
199	-0.443923	6.474046	13.463979	0.006273	0.9
200	-0.445688	6.228104	13.585594	0.005652	0.9
201	-0.442085	6.005466	13.697597	0.003688	0.9
202	-0.437353	5.759528	13.823487	0.007985	0.9
203	-0.460953	5.513579	13.951718	0.004980	0.9
204	-0.456918	5.267629	14.082351	0.005431	0.9
205	-0.457591	5.021682	14.215453	0.006063	0.9
206	-0.453393	4.775735	14.351093	0.007553	0.9
207	-0.452371	4.576898	14.462660	0.007431	0.9
208	-0.491070	4.330949	14.603084	0.005638	0.9
209	-0.457721	4.085824	14.745777	0.005581	0.9
210	-0.438301	3.840105	14.891644	0.005245	0.9
211	-0.439330	3.594307	15.040472	0.009820	0.9
212	-0.444949	4.594307	14.452823	0.004963	0.9
213	-0.443769	4.348357	14.593055	0.006762	0.9
214	-0.428777	4.112625	14.730041	0.004512	0.9
215	-0.441544	3.873344	14.871743	0.004913	0.9
216	-0.457857	4.406896	14.559432	0.005051	0.9
217	-0.452311	4.160955	14.701746	0.005936	0.9
218	-0.442087	3.915006	14.846875	0.005990	0.9
219	-0.466090	3.742983	14.950097	0.006271	0.9
220	-0.450827	3.497034	15.100195	0.007144	0.9
221	-0.457607	4.480739	14.517239	0.007060	0.9
222	-0.428401	4.234867	14.658686	0.008967	0.9
223	-0.431769	3.988918	14.802961	0.009854	1.0
224	-0.451025	3.742968	14.950105	0.006920	0.9
225	-0.436789	3.527838	15.081231	0.003701	0.9
226	-0.449042	3.281900	15.233980	0.007875	0.9
227	-0.440294	3.035950	15.389863	0.007510	1.0
228	-0.445467	2.803738	15.539995	0.006297	1.0
229	-0.446187	2.557806	15.702226	0.004555	0.9
230	-0.466134	2.311857	15.867890	0.008857	0.9
231	-0.445448	2.065907	16.037088	0.004917	1.0
232	-0.451939	1.819958	16.209933	0.007847	1.0
233	-0.475941	2.414347	15.798432	0.004471	0.9
234	-0.424268	2.189997	15.951274	0.006825	1.0
235	-0.444897	3.188933	15.292530	0.004693	0.9
236	-0.466766	4.188933	14.685417	0.004838	0.9
237	-0.460414	4.023661	14.782409	0.006084	0.9
238	-0.453832	3.777711	14.929143	0.011061	0.9
239	-0.439392	3.531762	15.078818	0.005707	0.9
240	-0.478088	3.285813	15.231526	0.007121	0.9
241	-0.451510	3.039863	15.387358	0.008257	0.9
242	-0.431992	2.793914	15.546412	0.004164	0.9
243	-0.448692	2.547965	15.708788	0.008841	0.9
244	-0.452593	2.302015	15.874592	0.008202	0.9
245	-0.478894	2.112839	16.004524	0.005671	0.9
246	-0.433420	1.866890	16.176664	0.005818	0.9
247	-0.452964	1.620940	16.352547	0.005443	0.9
248	-0.454039	1.374991	16.532296	0.005841	0.9
249	-0.450203	1.129042	16.716042	0.006981	0.9
